st,year,sum_mean,tot_emp,a_mean,Inflation Rate,a_mean_inflation_adjusted
MS,2015,41618007200,1106550,37611.0,1.01711503645,38254
MS,2016,42792467400,1117290,38300.0,1.0,38300
MT,2003,11438510300,395350,28933.0,1.30379195929,37722
MT,2004,11950757600,402930,29660.0,1.29396513819,38379
MT,2005,12533359600,414660,30226.0,1.26907088653,38358
MT,2006,13365193000,427110,31292.0,1.23617218625,38682
MT,2007,14227226200,435460,32672.0,1.19932570295,39184
MT,2008,14938124800,431690,34604.0,1.16193871831,40207
MT,2009,15180061600,432240,35120.0,1.13084367063,39715
MT,2010,15299240700,424280,36059.0,1.10873487344,39979
MT,2011,15659071400,425100,36836.0,1.09197174662,40223
MT,2012,16435078700,432400,38009.0,1.06764126046,40579
MT,2013,17149424500,439120,39054.0,1.04388739602,40767
MT,2014,17672482500,443330,39863.0,1.02815334044,40985
MT,2015,18164275400,447180,40620.0,1.01711503645,41315
MT,2016,18839735400,454720,41432.0,1.0,41432
NC,2003,123127361900,3706270,33221.0,1.30379195929,43313
NC,2004,126323210600,3722720,33933.0,1.29396513819,43908
NC,2005,131283991700,3809690,34461.0,1.26907088653,43733
NC,2006,138260284800,3892670,35518.0,1.23617218625,43906
NC,2007,148164895700,4013460,36917.0,1.19932570295,44275
NC,2008,155427553800,4063420,38250.0,1.16193871831,44444
NC,2009,153761821800,3896740,39459.0,1.13084367063,44621
NC,2010,152831117400,3772790,40509.0,1.10873487344,44913
NC,2011,157331137700,3814850,41242.0,1.09197174662,45035
NC,2012,161914577300,3878810,41743.0,1.06764126046,44566
NC,2013,167382454600,3947030,42407.0,1.04388739602,44268
NC,2014,174457586500,4030880,43280.0,1.02815334044,44498
NC,2015,182198074800,4125070,44168.0,1.01711503645,44923
NC,2016,191551936500,4231030,45273.0,1.0,45273
ND,2003,9212462400,314110,29329.0,1.30379195929,38238
ND,2004,9603278700,318520,30150.0,1.29396513819,39013
ND,2005,10016264300,325540,30768.0,1.26907088653,39046
ND,2006,10893243400,335740,32445.0,1.23617218625,40107
ND,2007,11514905900,341960,33673.0,1.19932570295,40384
ND,2008,12324356400,350360,35176.0,1.16193871831,40872
ND,2009,12747861400,353640,36048.0,1.13084367063,40764
ND,2010,13174027500,355700,37037.0,1.10873487344,41064
ND,2011,14440779300,371620,38859.0,1.09197174662,42432
ND,2012,16456695200,403290,40806.0,1.06764126046,43566
ND,2013,17912093200,422920,42353.0,1.04388739602,44211
ND,2014,19412628900,440410,44079.0,1.02815334044,45319
ND,2015,20445414900,447840,45653.0,1.01711503645,46434
ND,2016,20044644500,425220,47139.0,1.0,47139
NE,2003,27744349300,877140,31630.0,1.30379195929,41238
NE,2004,28843136400,883480,32647.0,1.29396513819,42244
NE,2005,29831984700,895490,33314.0,1.26907088653,42277
NE,2006,30908561200,901100,34301.0,1.23617218625,42401
NE,2007,32267105500,914650,35278.0,1.19932570295,42309
NE,2008,30721222500,894590,34341.0,1.16193871831,39902
NE,2009,34239532600,916790,37347.0,1.13084367063,42233
NE,2010,34544254200,901680,38311.0,1.10873487344,42476
NE,2011,35402699000,904620,39135.0,1.09197174662,42734
NE,2012,36137256400,914850,39501.0,1.06764126046,42172
NE,2013,37267861900,927170,40195.0,1.04388739602,41959
NE,2014,38732070200,942950,41075.0,1.02815334044,42231
NE,2015,40654832000,953710,42628.0,1.01711503645,43357
NE,2016,42751640800,967990,44165.0,1.0,44165
NH,2003,21586170100,604650,35700.0,1.30379195929,46545
NH,2004,22518800900,613090,36730.0,1.29396513819,47527
NH,2005,23615288900,621560,37994.0,1.26907088653,48217
NH,2006,24640041600,627570,39263.0,1.23617218625,48535
NH,2007,25811661400,632590,40803.0,1.19932570295,48936
NH,2008,27096342000,634570,42700.0,1.16193871831,49614
NH,2009,27099988300,619390,43753.0,1.13084367063,49477
NH,2010,26805851500,602710,44476.0,1.10873487344,49312
NH,2011,27437710500,606690,45225.0,1.09197174662,49384
NH,2012,27927640300,612700,45581.0,1.06764126046,48664
NH,2013,28652921200,620190,46200.0,1.04388739602,48227
NH,2014,29507006000,627030,47058.0,1.02815334044,48382
NH,2015,30940303300,635350,48698.0,1.01711503645,49531
NH,2016,32365384700,645050,50175.0,1.0,50175
NJ,2003,158551823300,3870500,40964.0,1.30379195929,53408
NJ,2004,163846757300,3881440,42213.0,1.29396513819,54622
NJ,2005,159262879600,3653850,43588.0,1.26907088653,55316
NJ,2006,179928882000,3957500,45465.0,1.23617218625,56202
NJ,2007,187658890200,3980080,47150.0,1.19932570295,56548
NJ,2008,194251032800,3986310,48730.0,1.16193871831,56621
NJ,2009,192740120500,3850790,50052.0,1.13084367063,56600
NJ,2010,191348107900,3770530,50748.0,1.10873487344,56266
NJ,2011,194384417400,3771260,51544.0,1.09197174662,56284
NJ,2012,197249145900,3793730,51993.0,1.06764126046,55509
NJ,2013,201726764400,3821070,52793.0,1.04388739602,55109
NJ,2014,208642448300,3869280,53923.0,1.02815334044,55441
NJ,2015,214663224500,3906790,54946.0,1.01711503645,55886
NJ,2016,221519750300,3955320,56006.0,1.0,56006
NM,2003,22925298800,715780,32028.0,1.30379195929,41757
NM,2004,24711229200,755620,32703.0,1.29396513819,42316
NM,2005,23263321100,683110,34055.0,1.26907088653,43218
NM,2006,26836431800,789340,33999.0,1.23617218625,42028
NM,2007,28622307300,798640,35839.0,1.19932570295,42982
NM,2008,30761009900,819470,37538.0,1.16193871831,43616
NM,2009,31195697900,800380,38976.0,1.13084367063,44075
NM,2010,31149510900,777560,40061.0,1.10873487344,44417
NM,2011,31710764200,777640,40778.0,1.09197174662,44528
NM,2012,32044674100,773860,41409.0,1.06764126046,44209
NM,2013,32484347500,783980,41435.0,1.04388739602,43253
NM,2014,33262740900,788020,42211.0,1.02815334044,43399
NM,2015,34443514700,798140,43155.0,1.01711503645,43893
NM,2016,35554212000,805430,44143.0,1.0,44143
NV,2003,35898928200,1065210,33701.0,1.30379195929,43939
NV,2004,37983008700,1116860,34009.0,1.29396513819,44006
NV,2005,41375062000,1191650,34721.0,1.26907088653,44063
NV,2006,45276207800,1257890,35994.0,1.23617218625,44494
NV,2007,48177283000,1285450,37479.0,1.19932570295,44949
NV,2008,49904351500,1277680,39059.0,1.16193871831,45384
NV,2009,47731026500,1179870,40454.0,1.13084367063,45747
NV,2010,45900046700,1113520,41221.0,1.10873487344,45703
NV,2011,46557494600,1112780,41839.0,1.09197174662,45687
NV,2012,47205984400,1127170,41880.0,1.06764126046,44712
NV,2013,48580955100,1151970,42172.0,1.04388739602,44022
NV,2014,50274953900,1189610,42262.0,1.02815334044,43451
NV,2015,52735613200,1232800,42777.0,1.01711503645,43509
NV,2016,55967292800,1270930,44036.0,1.0,44036
NY,2003,348428834300,8259920,42183.0,1.30379195929,54997
NY,2004,354617364000,8248460,42992.0,1.29396513819,55630
NY,2005,360864776000,8172720,44155.0,1.26907088653,56035
NY,2006,384555453500,8387730,45847.0,1.23617218625,56674
NY,2007,406013362400,8515960,47677.0,1.19932570295,57180
NY,2008,428602586800,8633600,49644.0,1.16193871831,57683
NY,2009,431583908500,8487010,50852.0,1.13084367063,57505
NY,2010,431509447600,8344030,51715.0,1.10873487344,57338
NY,2011,445054727400,8427570,52809.0,1.09197174662,57665
NY,2012,457616800600,8542280,53571.0,1.06764126046,57194
NY,2013,471119386200,8635400,54557.0,1.04388739602,56951
NY,2014,489999565200,8810930,55613.0,1.02815334044,57178
NY,2015,512295524500,8984900,57017.0,1.01711503645,57992
NY,2016,535713019800,9097660,58885.0,1.0,58885
OH,2003,185867205600,5337490,34823.0,1.30379195929,45401
OH,2004,188661093000,5308960,35536.0,1.29396513819,45982
OH,2005,184966160000,5123530,36101.0,1.26907088653,45814
OH,2006,200008137100,5354150,37356.0,1.23617218625,46178
OH,2007,206455368700,5341360,38652.0,1.19932570295,46356
OH,2008,212086144100,5323140,39842.0,1.16193871831,46293
OH,2009,205343878400,5091490,40331.0,1.13084367063,45608
OH,2010,201258087500,4921700,40892.0,1.10873487344,45338
OH,2011,207027111600,4977910,41589.0,1.09197174662,45414
OH,2012,215690389400,5054220,42675.0,1.06764126046,45561
OH,2013,221232387200,5125860,43160.0,1.04388739602,45054
OH,2014,228321817400,5200890,43901.0,1.02815334044,45136
OH,2015,236373391300,5280840,44761.0,1.01711503645,45527
OH,2016,245105974300,5337880,45918.0,1.0,45918
OK,2003,43025545600,1421630,30265.0,1.30379195929,39459
OK,2004,43914276800,1421280,30898.0,1.29396513819,39980
OK,2005,42656457500,1358830,31392.0,1.26907088653,39838
OK,2006,48959519400,1503430,32565.0,1.23617218625,40255
OK,2007,51578663000,1528900,33736.0,1.19932570295,40460
OK,2008,54435724000,1557760,34945.0,1.16193871831,40603
OK,2009,54699736700,1525310,35861.0,1.13084367063,40553
OK,2010,54826433000,1483740,36952.0,1.10873487344,40969
OK,2011,57211370400,1498270,38185.0,1.09197174662,41696
OK,2012,59883148600,1529890,39142.0,1.06764126046,41789
OK,2013,62224759900,1558860,39917.0,1.04388739602,41668
OK,2014,64415776300,1577330,40838.0,1.02815334044,41987
OK,2015,66797157700,1597130,41823.0,1.01711503645,42538
OK,2016,67840645400,1586880,42751.0,1.0,42751
OR,2003,54698941300,1541500,35484.0,1.30379195929,46263
OR,2004,56552429700,1556460,36334.0,1.29396513819,47014
OR,2005,59621871000,1598800,37292.0,1.26907088653,47326
OR,2006,63600071300,1648700,38576.0,1.23617218625,47686
OR,2007,67390821400,1682140,40063.0,1.19932570295,48048
OR,2008,70752667800,1706750,41455.0,1.16193871831,48168
OR,2009,69181891700,1624490,42587.0,1.13084367063,48159
OR,2010,68376774300,1569690,43561.0,1.10873487344,48297
OR,2011,70261995800,1586650,44283.0,1.09197174662,48355
OR,2012,72822514100,1609900,45234.0,1.06764126046,48293
OR,2013,75061652500,1640310,45761.0,1.04388739602,47769
OR,2014,78874969500,1683490,46852.0,1.02815334044,48171
OR,2015,83456333900,1735250,48095.0,1.01711503645,48918
OR,2016,88985293400,1790930,49687.0,1.0,49687
PA,2003,193332196000,5519680,35026.0,1.30379195929,45666
PA,2004,196943571400,5507880,35757.0,1.29396513819,46268
PA,2005,187006647100,5237000,35709.0,1.26907088653,45317
PA,2006,211662647600,5631540,37585.0,1.23617218625,46461
PA,2007,220826989600,5663080,38994.0,1.19932570295,46766
PA,2008,231925697500,5705160,40652.0,1.16193871831,47235
PA,2009,234474262200,5572650,42076.0,1.13084367063,47581
PA,2010,236087799100,5483220,43056.0,1.10873487344,47737
PA,2011,244516653400,5549230,44063.0,1.09197174662,48115
PA,2012,249096442500,5596470,44510.0,1.06764126046,47520
PA,2013,254206935700,5616820,45258.0,1.04388739602,47244
PA,2014,258641313400,5653840,45746.0,1.02815334044,47033
PA,2015,265750380700,5709460,46546.0,1.01711503645,47342
PA,2016,273127412000,5747030,47525.0,1.0,47525
PR,2003,20774208200,960780,21622.0,1.30379195929,28190
PR,2004,20595332600,954750,21571.0,1.29396513819,27912
PR,2005,22818865600,1026290,22234.0,1.26907088653,28216
PR,2006,23928553200,1031670,23194.0,1.23617218625,28671
PR,2007,24291713500,1014970,23933.0,1.19932570295,28703
PR,2008,24422747100,986430,24759.0,1.16193871831,28768
PR,2009,24739262300,962010,25716.0,1.13084367063,29080
PR,2010,22641041400,858020,26388.0,1.10873487344,29257
PR,2011,25312584700,930930,27191.0,1.09197174662,29691
PR,2012,22630140600,845390,26769.0,1.06764126046,28579
PR,2013,25315361300,927460,27295.0,1.04388739602,28492
PR,2014,24831904300,902930,27501.0,1.02815334044,28275
PR,2015,25111545600,890750,28191.0,1.01711503645,28673
PR,2016,25392035500,883360,28745.0,1.0,28745
RI,2003,17560805600,474060,37043.0,1.30379195929,48296
RI,2004,18289875900,480420,38071.0,1.29396513819,49262
RI,2005,18705717200,479810,38986.0,1.26907088653,49475
RI,2006,19591551000,482570,40598.0,1.23617218625,50186
RI,2007,20535318100,485880,42264.0,1.19932570295,50688
RI,2008,20783519600,478140,43467.0,1.16193871831,50505
RI,2009,20354692200,458490,44395.0,1.13084367063,50203
RI,2010,20588012000,448170,45938.0,1.10873487344,50933
RI,2011,21370299100,450980,47386.0,1.09197174662,51744
RI,2012,21716207600,449750,48285.0,1.06764126046,51551
RI,2013,22257507400,456120,48797.0,1.04388739602,50938
RI,2014,22990705900,463910,49559.0,1.02815334044,50954
RI,2015,23926220400,471290,50768.0,1.01711503645,51636
RI,2016,24655052600,475190,51885.0,1.0,51885
SC,2003,54888681900,1764080,31115.0,1.30379195929,40567
SC,2004,56255968400,1772740,31734.0,1.29396513819,41062
SC,2005,58139004300,1802760,32250.0,1.26907088653,40927
SC,2006,61442256600,1840210,33389.0,1.23617218625,41274
SC,2007,65087565900,1877930,34659.0,1.19932570295,41567
SC,2008,68253295100,1892700,36061.0,1.16193871831,41900
SC,2009,66836563300,1802870,37072.0,1.13084367063,41922
SC,2010,66249305600,1746800,37926.0,1.10873487344,42049
SC,2011,68342337000,1772870,38549.0,1.09197174662,42094
SC,2012,69513331300,1796580,38692.0,1.06764126046,41309
SC,2013,71164241200,1826130,38970.0,1.04388739602,40680
SC,2014,74242431700,1876470,39565.0,1.02815334044,40678
SC,2015,78239860700,1928120,40578.0,1.01711503645,41272
SC,2016,82222865200,1979810,41531.0,1.0,41531
SD,2003,9768376300,354460,27558.0,1.30379195929,35929
SD,2004,10581940100,368120,28746.0,1.29396513819,37196
SD,2005,10894318700,373520,29167.0,1.26907088653,37014
SD,2006,11612172000,381220,30461.0,1.23617218625,37655
SD,2007,12285774400,389400,31551.0,1.19932570295,37839
SD,2008,12983988700,395980,32790.0,1.16193871831,38099
SD,2009,13101255800,392890,33346.0,1.13084367063,37709
SD,2010,13328665600,387570,34390.0,1.10873487344,38129
SD,2011,13892945600,392680,35380.0,1.09197174662,38633
SD,2012,14355608200,398690,36007.0,1.06764126046,38442
SD,2013,14711563600,402990,36506.0,1.04388739602,38108
SD,2014,15259931300,409260,37287.0,1.02815334044,38336
SD,2015,16038968600,413280,38809.0,1.01711503645,39473
SD,2016,16733809500,417540,40077.0,1.0,40077
TN,2003,83310698200,2613610,31876.0,1.30379195929,41559
TN,2004,85386164300,2634460,32411.0,1.29396513819,41938
TN,2005,88520487800,2643730,33483.0,1.26907088653,42492
TN,2006,93023665400,2718420,34220.0,1.23617218625,42301
TN,2007,96903003800,2739250,35376.0,1.19932570295,42427
TN,2008,100725571200,2755800,36550.0,1.16193871831,42468
TN,2009,98178218800,2625140,37399.0,1.13084367063,42292
TN,2010,98501937500,2569410,38336.0,1.10873487344,42504
TN,2011,101823424800,2602310,39128.0,1.09197174662,42726
TN,2012,104453099000,2657280,39308.0,1.06764126046,41966
TN,2013,108493403700,2700050,40182.0,1.04388739602,41945
TN,2014,111773204000,2749480,40652.0,1.02815334044,41796
TN,2015,116233465200,2814250,41302.0,1.01711503645,42008
TN,2016,122536458700,2893030,42356.0,1.0,42356
TX,2003,314728450400,9196630,34222.0,1.30379195929,44618
TX,2004,324084901200,9299380,34850.0,1.29396513819,45094
TX,2005,334400748000,9424500,35482.0,1.26907088653,45029
TX,2006,355460979200,9760970,36417.0,1.23617218625,45017
TX,2007,381447381900,10061750,37911.0,1.19932570295,45467
TX,2008,408920968900,10391430,39352.0,1.16193871831,45724
TX,2009,423248760000,10289230,41135.0,1.13084367063,46517
TX,2010,425975181700,10089860,42218.0,1.10873487344,46808
TX,2011,443957307500,10304390,43084.0,1.09197174662,47046
TX,2012,461415230100,10579380,43615.0,1.06764126046,46565
TX,2013,484459393800,10913970,44389.0,1.04388739602,46337
TX,2014,508969713600,11228930,45327.0,1.02815334044,46603
TX,2015,538781644200,11572550,46557.0,1.01711503645,47353
TX,2016,560974709000,11745230,47762.0,1.0,47762
UT,2003,34393200800,1043050,32974.0,1.30379195929,42991
UT,2004,35699077000,1059750,33686.0,1.29396513819,43588
UT,2005,31798361300,911190,34898.0,1.26907088653,44288
UT,2006,40920405200,1150990,35552.0,1.23617218625,43948
UT,2007,44752065700,1206150,37103.0,1.19932570295,44498
UT,2008,42328000200,1176110,35990.0,1.16193871831,41818
UT,2009,46538114300,1185770,39247.0,1.13084367063,44382
UT,2010,46086662500,1148490,40128.0,1.10873487344,44491
UT,2011,47749640400,1166000,40952.0,1.09197174662,44718
UT,2012,50234343500,1200860,41832.0,1.06764126046,44661
UT,2013,53086645300,1242710,42718.0,1.04388739602,44592
UT,2014,55773834300,1280660,43551.0,1.02815334044,44777
UT,2015,58449677400,1324450,44131.0,1.01711503645,44886
UT,2016,62529924200,1374900,45480.0,1.0,45480
VA,2003,125247092100,3396270,36878.0,1.30379195929,48081
VA,2004,132516839600,3451900,38390.0,1.29396513819,49675
VA,2005,140592881400,3535480,39766.0,1.26907088653,50465
VA,2006,149645810800,3608440,41471.0,1.23617218625,51265
VA,2007,156515673400,3645320,42936.0,1.19932570295,51494
VA,2008,148884285100,3528890,42190.0,1.16193871831,49022
VA,2009,166558903400,3589510,46402.0,1.13084367063,52473
VA,2010,168801281300,3527360,47855.0,1.10873487344,53058
VA,2011,173656473900,3553350,48871.0,1.09197174662,53365
VA,2012,178181563500,3597120,49535.0,1.06764126046,52885
VA,2013,181967950600,3631450,50109.0,1.04388739602,52308
VA,2014,185151682300,3648520,50747.0,1.02815334044,52175
VA,2015,190226967100,3682470,51657.0,1.01711503645,52541
VA,2016,199517763000,3760550,53055.0,1.0,53055
VI,2003,1115778500,41400,26951.0,1.30379195929,35138
VI,2004,1177247800,42550,27667.0,1.29396513819,35800
VI,2005,1250124600,43210,28931.0,1.26907088653,36715
VI,2006,1348298400,43840,30755.0,1.23617218625,38018
VI,2007,1452673800,45600,31857.0,1.19932570295,38206
VI,2008,1372042100,41770,32848.0,1.16193871831,38167
VI,2009,1517096000,43230,35094.0,1.13084367063,39685
VI,2010,1586184400,42710,37138.0,1.10873487344,41176
VI,2011,1632465500,43300,37701.0,1.09197174662,41168
VI,2012,1254695000,34740,36117.0,1.06764126046,38559
VI,2013,1314262500,37860,34714.0,1.04388739602,36237
VI,2014,1330538700,38070,34950.0,1.02815334044,35933
VI,2015,1308355600,37340,35039.0,1.01711503645,35638
VI,2016,1404397000,37310,37641.0,1.0,37641
VT,2003,9521998900,282010,33765.0,1.30379195929,44022
VT,2004,10052839100,292600,34357.0,1.29396513819,44456
VT,2005,10415025100,296620,35112.0,1.26907088653,44559
VT,2006,10897117000,299600,36372.0,1.23617218625,44962
VT,2007,11477532900,301150,38112.0,1.19932570295,45708
VT,2008,10942934200,289390,37814.0,1.16193871831,43937
VT,2009,12058200700,294110,40999.0,1.13084367063,46363
VT,2010,12067230000,287000,42046.0,1.10873487344,46617
VT,2011,12526102500,290840,43069.0,1.09197174662,47030
VT,2012,12839578300,294090,43659.0,1.06764126046,46612
VT,2013,13136888700,298300,44039.0,1.04388739602,45971
VT,2014,13403377400,301050,44522.0,1.02815334044,45775
VT,2015,13978106000,303550,46049.0,1.01711503645,46837
VT,2016,14499660600,304640,47596.0,1.0,47596
WA,2003,101192710800,2561590,39504.0,1.30379195929,51504
WA,2004,104346244300,2583080,40396.0,1.29396513819,52271
WA,2005,110038454400,2653330,41472.0,1.26907088653,52630
WA,2006,117491435400,2736910,42928.0,1.23617218625,53066
WA,2007,125830448000,2811680,44753.0,1.19932570295,53673
WA,2008,122199622000,2768820,44134.0,1.16193871831,51281
WA,2009,133434118300,2789650,47832.0,1.13084367063,54090
WA,2010,131850910700,2693230,48956.0,1.10873487344,54279
WA,2011,136795138900,2720660,50280.0,1.09197174662,54904
WA,2012,141359869300,2764090,51142.0,1.06764126046,54601
WA,2013,147215978500,2827210,52071.0,1.04388739602,54356
WA,2014,152266692400,2898340,52536.0,1.02815334044,54015
WA,2015,161157714200,2983940,54008.0,1.01711503645,54932
WA,2016,171109015500,3067100,55789.0,1.0,55789
WI,2003,91276132600,2691380,33914.0,1.30379195929,44216
WI,2004,93666122600,2689160,34831.0,1.29396513819,45070
WI,2005,97278656000,2727410,35667.0,1.26907088653,45263
WI,2006,100762586800,2744190,36719.0,1.23617218625,45391
WI,2007,105420003800,2768830,38074.0,1.19932570295,45663
WI,2008,109303035300,2776670,39365.0,1.16193871831,45739
WI,2009,108229442700,2689720,40238.0,1.13084367063,45502
WI,2010,106938069200,2608740,40992.0,1.10873487344,45449
WI,2011,109549444600,2645170,41415.0,1.09197174662,45224
WI,2012,112014600400,2673300,41901.0,1.06764126046,44735
WI,2013,114372259500,2704850,42284.0,1.04388739602,44139
WI,2014,116967923600,2727860,42879.0,1.02815334044,44086
WI,2015,121740651600,2771620,43924.0,1.01711503645,44675
WI,2016,126897548900,2805000,45240.0,1.0,45240
WV,2003,20089443300,681340,29485.0,1.30379195929,38442
WV,2004,20697330300,685110,30210.0,1.29396513819,39090
WV,2005,21315128500,697400,30564.0,1.26907088653,38787
WV,2006,22339664400,710560,31440.0,1.23617218625,38865
WV,2007,23053866200,713240,32323.0,1.19932570295,38765
WV,2008,24067904100,717730,33533.0,1.16193871831,38963
WV,2009,24384741300,704310,34622.0,1.13084367063,39152
WV,2010,24345717700,688190,35376.0,1.10873487344,39222
WV,2011,25356895400,700260,36211.0,1.09197174662,39541
WV,2012,26339487600,710540,37070.0,1.06764126046,39577
WV,2013,26612742900,709440,37512.0,1.04388739602,39158
WV,2014,26795648400,707750,37860.0,1.02815334044,38925
WV,2015,27637547600,706990,39092.0,1.01711503645,39761
WV,2016,28061361800,697420,40236.0,1.0,40236
WY,2003,7499297200,240870,31134.0,1.30379195929,40592
WY,2004,7872879700,245060,32126.0,1.29396513819,41569
WY,2005,8287856600,251610,32939.0,1.26907088653,41801
WY,2006,8528114900,249070,34240.0,1.23617218625,42326
WY,2007,9870070600,273180,36130.0,1.19932570295,43331
WY,2008,10853887300,284000,38218.0,1.16193871831,44406
WY,2009,11288643900,282440,39968.0,1.13084367063,45197
WY,2010,11202483100,269890,41508.0,1.10873487344,46021
WY,2011,11580082700,272570,42485.0,1.09197174662,46392
WY,2012,11987283800,278010,43118.0,1.06764126046,46034
WY,2013,12189172800,278930,43700.0,1.04388739602,45617
WY,2014,12693147300,282690,44901.0,1.02815334044,46165
WY,2015,13012597100,283830,45846.0,1.01711503645,46630
WY,2016,12931885900,276110,46836.0,1.0,46836
